商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
EE6485,https://www.adidas.com/us/eqt-gazelle-shoes/EE6485.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/dc2991757839432db9f7aa7900fe84c7_9366/EQT_Gazelle_Shoes_Green_EE6485_01_standard.jpg",adidas EQT Gazelle Shoes - Green | adidas US,adidas,['Lifestyle'],W,110,"Heritage design cues True to the archives Lightweight cushioning Inspired by the 1999 Equipment Gazelle, one of adidas' boldest running shoes Overlay details are authentic to the 1999 design EVA midsole offers all-day comfort The Equipment Gazelle takes inspiration from a late-'90s running style. Made with a mesh upper, these shoes fuse the archive design with modern details. Textured leather overlays give an authentic '90s and early-'00s look.egular fit Lace closure Mesh upper with leather overlays Textile lining; Rubber outsole Lightweight EVA midsole Supportive feel Imported"
B43526,https://www.adidas.com/us/i-5923-shoes/B43526.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/816300c6e80d4de998d9a88501303ccc_9366/I_5923_Shoes_Beige_B43526_01_standard.jpg",adidas I-5923 Shoes - Beige | adidas US,adidas,['Lifestyle'],U,130,"Inspired by archival sneakers from the '70s, the I-5923 strikes the perfect balance between modern and retro. Suede overlays lend a vintage look to the stretch-mesh upper. The sock-like fit is easy to slip on and off. Boost cushions your step, and a webbed rubber outsole offers great traction.egular fit Lace closure Mesh and synthetic suede upper Rubber outsole; Mesh lining Responsive Boost midsole Sock-like construction hugs the foot Imported"
EF9428,https://www.adidas.com/us/lite-racer-rbn-shoes/EF9428.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b2668959f276444faad3aa87008a3629_9366/Lite_Racer_RBN_Shoes_Grey_EF9428_01_standard.jpg",adidas Lite Racer RBN Shoes - Grey | adidas US,adidas,['Running'],W,70,Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.egular fit Lace closure Textile upper Combined Cloudfoam midsole and outsole Enjoy the comfort and performance of OrthoLite® Float sockliner Lightweight feel; Sock-like construction hugs the foot Imported
EE4719,https://www.adidas.com/us/adidas-sleek-super-shoes/EE4719.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/792a69772e054b8f9be7aa9901061e60_9366/adidas_Sleek_Super_Shoes_White_EE4719_01_standard.jpg",adidas Sleek Super Shoes - White | adidas US,adidas,['Lifestyle'],W,110,"Fiorucci brings its electric energy and carefree, joyful style to adidas Originals. A collaboration with the endlessly creative fashion brand, these shoes have a faux leather upper with the chic Fiorucci angels on the heel patch. Each pair comes with an extra set of laces in a second color.arrow fit; Women's-specific fit Lace closure Synthetic leather upper Synthetic lining; Rubber outsole Soft feel Imported"
EE7018,https://www.adidas.com/us/ozweego-shoes/EE7018.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/57c2bbc91fcb437ab99eaaca01138c86_9366/OZWEEGO_Shoes_White_EE7018_01_standard.jpg",adidas OZWEEGO Shoes - White | adidas US,adidas,['Lifestyle'],W,110,"Heritage inspiration Adiprene+ forefoot cushioning Adiprene heel cushioning Signature style of the 1998 Ozweego 3 includes the iconic eyestay, distinctive midsole lines and a translucent nylon support tube Adiprene+ in the forefoot supports a smooth stride and offers targeted impact absorption Adiprene under the heel for superior cushioning at impact These shoes take late-'90s and early-'00s style in a new direction, fusing retro elements with futuristic design lines. They come in a mix of mesh, suede and smooth TPU. Targeted support in the forefoot and heel makes for a supremely comfortable ride.it is typically one half size small: Choose half size up from your regular size Lace closure; Eyestay collar tube for even pressure distribution across the foot Mesh upper with suede and TPU overlays Textile lining; Rubber outsole Adiprene+ forefoot cushioning; Lightweight EVA midsole; Adiprene heel cushioning Soft and lightweight Imported"
G28341,https://www.adidas.com/us/winterboot/G28341.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2566cf9551d74ed098feaaaf010571ea_9366/Winterboot_Green_G28341_01_standard.jpg",adidas Winterboot - Green | adidas US,adidas,['Training'],W,220,"Stella McCartney and adidas continue to bring bold femininity and an unrestrained design approach to the world of sport. These water-repellent boots are insulated for enhanced warmth on cold-weather explorations. Accented with reflective logos, the elastic straps lock in the foot for supreme comfort and a secure fit.egular fit Elastic cross-straps and toggle lacing Insulated, water-repellent textile upper Non-marking rubber outsole Adiprene heel cushioning; Lightweight EVA midsole Hugs the foot Reflective Stella McCartney branding Imported"
EE6486,https://www.adidas.com/us/eqt-gazelle-shoes/EE6486.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0c803242d3204272b683aa3301055328_9366/EQT_Gazelle_Shoes_White_EE6486_01_standard.jpg",adidas EQT Gazelle Shoes - White | adidas US,adidas,['Lifestyle'],W,110,"Heritage design cues Modern details Classic branding Inspired by the 1999 Equipment Gazelle, one of adidas' boldest running designs A hologram tongue logo and two-color EVA midsole update the look These shoes feature a Trefoil logo on the tongue and heel The Equipment Gazelle fuses a late-'90s running style with modern details. A supple leather upper combines with bright colors to give an authentic late-'90s and early-'00s look.egular fit Lace closure Leather upper Rubber outsole; Textile lining Lightweight EVA midsole Imported"
EE9928,https://www.adidas.com/us/novafvse-x-shoes/EE9928.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5610990c52aa4f5daf45aa5500a9307c_9366/NOVAFVSE_X_Shoes_White_EE9928_01_standard.jpg",adidas NOVAFVSE X Shoes - White | adidas US,adidas,['Running'],W,90,"Being comfortable on your run is just as important as winning the race. These shoes combine soft, supportive Cloudfoam cushioning with a durable Adiwear outsole for comprehensive control and an energized ride. The mesh upper features a foot-hugging, no-sew fit for a locked-in feel.egular fit Lace closure Mesh upper Durable Adiwear outsole; Inner no-sew fit cage Cloudfoam dual-density midsole Imported"
EE7017,https://www.adidas.com/us/ozweego-shoes/EE7017.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/11637b8ca5c84b6ea700aace00dc6f9a_9366/OZWEEGO_Shoes_Beige_EE7017_01_standard.jpg",adidas OZWEEGO Shoes - Beige | adidas US,adidas,['Lifestyle'],W,110,"Heritage inspiration Adiprene+ forefoot cushioning Adiprene heel cushioning Signature style of the 1998 Ozweego 3 includes the iconic eyestay, distinctive midsole lines and a translucent nylon support tube Adiprene+ in the forefoot supports a smooth stride and offers targeted impact absorption Adiprene under the heel for superior cushioning at impact These shoes take late-'90s and early-'00s style in a new direction, fusing retro elements with futuristic design lines. They come in a mix of mesh, suede and smooth TPU. Targeted support in the forefoot and heel makes for a supremely comfortable ride.it is typically one half size small: Choose half size up from your regular size Lace closure; Eyestay collar tube for even pressure distribution across the foot Mesh upper with suede and TPU overlays Textile lining; Rubber outsole Adiprene+ forefoot cushioning; Lightweight EVA midsole; Adiprene heel cushioning Soft and lightweight Imported"
EF2377,https://www.adidas.com/us/pharrell-williams-x-adidas-solar-hu-shoes/EF2377.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f6b667e7904a453699c7aa9a017c67d7_9366/Pharrell_Williams_x_adidas_Solar_Hu_Shoes_Blue_EF2377_01_standard.jpg",adidas Pharrell Williams x adidas Solar Hu Shoes - Blue | adidas US,adidas,['Running'],U,160,adidas teamed up with Pharrell Williams to create these running shoes that celebrate the world's many vibrant hues. They have a breathable textile upper and responsive cushioning for an energized ride. A stability rail helps guide the foot through the gait cycle.egular fit Lace closure Textile upper Rubber outsole; Textile lining Responsive Boost midsole Weight: 9.8 ounces (size US 9) Midsole drop: 10 mm (heel: 32 mm / forefoot: 22 mm) Stabilizing Torsion System; Fitcounter heel for unrestricted fit; Stabilizing Solar Propulsion Rail Imported
EE4505,https://www.adidas.com/us/adidas-sleek-super-shoes/EE4505.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2c2d96158b55485ebb82aa93011b3bff_9366/adidas_Sleek_Super_Shoes_White_EE4505_01_standard.jpg",adidas Sleek Super Shoes - White | adidas US,adidas,['Lifestyle'],W,90,"Unapologetically feminine. These shoes make a statement with a structured leather upper that has a soft feel. The rubber outsole gives them a streamlined, street-ready look.arrow fit; Women's-specific fit Lace closure Structured leather upper Synthetic lining; Rubber outsole Soft feel Imported"
EE8272,https://www.adidas.com/us/lite-racer-rbn-shoes/EE8272.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/eb3f8030b75149e28f3daa3001171cd5_9366/Lite_Racer_RBN_Shoes_Pink_EE8272_01_standard.jpg",adidas Lite Racer RBN Shoes - Pink | adidas US,adidas,"['Running', 'Lifestyle']",W,70,Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.egular fit Lace closure Textile upper Combined Cloudfoam midsole and outsole Enjoy the comfort and performance of OrthoLite® Float sockliner Lightweight feel; Sock-like construction hugs the foot Imported
EG4583,https://www.adidas.com/us/continental-vulc-shoes/EG4583.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bde07b3eabad47819817aaa40110145d_9366/Continental_Vulc_Shoes_Black_EG4583_01_standard.jpg",adidas Continental Vulc Shoes - Black | adidas US,adidas,['Lifestyle'],W,65,"Lace up '80s fitness and court style. These retro shoes feature a bold leopard print. The upper mixes leather and canvas for added texture, and the abrasion-resistant suede toe cap offers durability. A vulcanized outsole gives a classic look.ace closure Leather upper with printed canvas side panel and abrasion-resistant suede toe cap Textile lining; Rubber outsole Imported"
FU7345,https://www.adidas.com/us/pulseboost-hd-shoes/FU7345.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fafd87c451364fba9d93aa9500ab5d49_9366/Pulseboost_HD_Shoes_Grey_FU7345_01_standard.jpg",adidas Pulseboost HD Shoes - Grey | adidas US,adidas,"['Running', 'Training']",W,140,"We believe that feet deserve a runner's high, too. That's why the Pulseboost HD is sitting on an all-new Boost HD midsole that delivers more stability with the same crazy responsiveness and comfort on any surface. The streets are calling, let's go get it.

Boost HD
Boost HD is engineered for more stability with the same best-in-class comfort and responsiveness

Adaptive Traxion
Adaptive Traxion gives maximum grip to quickly change direction on any surface—because running should give you the freedom to explore

Adapt Knit
Adapt Knit adjusts to any foot shape, giving you a personalized fit on the go

Boost Playlists
New shoes. New tracks. Scan the QR code on Pulseboost HD to unlock an exclusive playlistegular fit Lace closure Adaptive knit textile upper with non-stretch zones for forefoot and midfoot support Textile lining; Continental™ Rubber outsole for extraordinary traction in wet and dry conditions High-density Boost for a responsive and stable feel Sock-like construction hugs the foot Scan the QR code to unlock an exclusive running playlist Weight: 12 ounces (size 9) Midsole drop: 8 mm (heel: 18 mm, forefoot: 10 mm) Reflective forefoot stability insert for lateral support Imported"
EF0374,https://www.adidas.com/us/predator-19.3-firm-ground-cleats/EF0374.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ee752880300c43dc97d8aa6b00ef24aa_9366/Predator_19.3_Firm_Ground_Cleats_Black_EF0374_01_standard.jpg",adidas Predator 19.3 Firm Ground Cleats - Black | adidas US,adidas,['Soccer'],U,100,"Predator isn't just a cleat. It's a statement that actions speak louder than words. If you can't back your chat with total control, pipe down. But if you're ready to dominate to the final whistle, keep reading. The supportive mesh upper on these soccer cleats provide a sock-like fit to securely lock you in. Its laceless design leaves a clean striking area, and embossing on the forefoot grips the ball to add control when passing and shooting.aceless construction Primemesh upper Lightweight TPU firm ground outsole; Hybrid stud tips Sock-like construction hugs the foot Imported"
AQ3091,https://www.adidas.com/us/superstar-shoes/AQ3091.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2058f1eefda74d7dbf09a7fb006f750d_9366/Superstar_Shoes_White_AQ3091_01_standard.jpg",adidas Superstar Shoes - White | adidas US,adidas,['Lifestyle'],W,100,"The adidas Superstar shoe stepped onto basketball courts in 1969, earning a sterling reputation in the NBA before moving to the street. These women's shoes honor the shell-toe look with a leather upper and shiny metallic accents.ull grain leather upper Classic rubber shell toe Breathable mesh lining Metallic synthetic leather 3-Stripes and heel tab Herringbone-pattern rubber cupsole Imported"
EF3540,https://www.adidas.com/us/continental-vulc-shoes/EF3540.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/848db5fcbf62498d9945aaae00ee88a4_9366/Continental_Vulc_Shoes_Purple_EF3540_01_standard.jpg",adidas Continental Vulc Shoes - Purple | adidas US,adidas,['Lifestyle'],U,65,"Lace up '80 fitness style. These low-profile shoes come in a range of bright, retro-inspired colors. A mix of nubuck and canvas on the upper adds texture. The suede toe cap is abrasion-resistant so they look fresh and new longer. A vulcanized outsole makes them durable.ace closure Nubuck and canvas upper with abrasion-resistant suede toe cap Textile lining; Vulcanized rubber outsole Imported"
F34124,https://www.adidas.com/us/nite-jogger-shoes/F34124.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ec4d46c8c43544a89990a9fa0127ee88_9366/Nite_Jogger_Shoes_White_F34124_01_standard.jpg",adidas Nite Jogger Shoes - White | adidas US,adidas,['Lifestyle'],U,130,"Retro inspiration Endless energy The original 1980 Nite Jogger featured a distinctive look with a blue midsole insert and a fluorescent reflective heel tab and 3-Stripes Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get Inspired by the 1980 Nite Jogger, these shoes shine bright with retro style and reflective details. The nylon ripstop upper is detailed with mesh, suede and reflective overlays. An updated Boost midsole adds responsive cushioning for all-day comfort.egular fit Lace closure Nylon ripstop upper with mesh, suede and reflective overlays Rubber outsole Responsive Boost midsole; Enjoy the comfort and performance of OrthoLite® sockliner Lightweight, supportive feel Imported"
EE6255,https://www.adidas.com/us/nite-jogger-shoes/EE6255.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e85db2aeeeb8499aad46aa3b00c187bf_9366/Nite_Jogger_Shoes_White_EE6255_01_standard.jpg",adidas Nite Jogger Shoes - White | adidas US,adidas,['Lifestyle'],U,130,"Shine on Retro inspiration A Morse code graphic adds a fresh note Endless energy Reflective details on upper Based on the original 1980 Nite Jogger, adidas' first use of reflective materials The inner tongue features a ""speed of night"" Morse code graphic Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get The Nite Jogger debuted in 1980, at a time when recreational running was becoming a popular pastime. These shoes revisit the retro style with a mesh upper with suede overlays and flashy reflective details. Energy-returning Boost provides modern cushioning.egular fit Lace closure Mesh upper with suede overlays and reflective details Rubber outsole; Textile lining Responsive Boost midsole; Enjoy the comfort and performance of OrthoLite® sockliner Imported"
EF1964,https://www.adidas.com/us/falcon-shoes/EF1964.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0973569875fe498fb436aa2c01406353_9366/Falcon_Shoes_Beige_EF1964_01_standard.jpg",adidas Falcon Shoes - Beige | adidas US,adidas,['Lifestyle'],W,100,"Inspired by '90s pop culture Torsion X-bar The color-fade upper that's detailed in tonal hues is inspired by '90s arcade games Torsion X-bar pays tribute to '90s running heritage The rebellious spirit of the '90s music and fashion world brought bold lines and clashing colors. These shoes capture the flavor of that decade with aggressive, swerving shapes and a mix of soft mesh, leather and suede. The ombré-dyed upper offers a color-fade effect.ide fit Lace closure Mesh, leather and suede upper Rubber outsole; Textile lining Soft, lightweight feel Imported"
EE8088,https://www.adidas.com/us/qt-racer-shoes/EE8088.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/11be08b5aad447c48486aa4600ca7d89_9366/QT_Racer_Shoes_White_EE8088_01_standard.jpg",adidas QT Racer Shoes - White | adidas US,adidas,['Running'],W,65,"A speedy racer style, these running-inspired shoes keep you feeling light on your feet with plush Cloudfoam cushioning and a foot-hugging design. The mesh upper flashes 3-Stripes down the side for a sporty finish.omen's-specific fit Lace closure Mesh upper with neoprene on the midfoot and heel Cloudfoam unitsole; Textile lining Cloudfoam memory sockliner Lightweight feel Imported"
G54657,https://www.adidas.com/us/3mc-vulc-shoes/G54657.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/72c34ba118ce45d3aab0a975015048fc_9366/3MC_Vulc_Shoes_Black_G54657_01_standard.jpg",adidas 3MC Vulc Shoes - Black | adidas US,adidas,['Lifestyle'],U,65,"Heritage details  All-day comfort The textured sidewalls and heel patch draw inspiration from the iconic Gazelle HexFlex® outsole design allows for maximum comfort and flexibility throughout the natural movement of the foot These skate shoes are designed with clean contrasts and low-key simplicity. They're made with a lightweight canvas upper, with an EVA sockliner for extra comfort. Built to move naturally with the foot, the low tops have a flexible Vulcanized outsole that delivers great board feel.egular fit Lace closure Canvas upper Vulcanized rubber outsole; HexFlex® outsole design allows for maximum comfort and flexibility throughout the natural movement of the foot EVA sockliner Breathable Imported"
EF0658,https://www.adidas.com/us/harden-b-e-3-shoes/EF0658.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f5601e1ea2394b99ab64aa260102548e_9366/Harden_B_E_3_Shoes_Blue_EF0658_01_standard.jpg",adidas Harden B/E 3 Shoes - Blue | adidas US,adidas,['Basketball'],U,100,"Inspired by James Harden's childhood friends, these basketball shoes are designed for his signature game. Built with an adjustable strap for stability and fit, they feature a padded internal collar that lets you Euro step in comfort. A herringbone outsole gives you the traction needed to stop on a dime and create separation from your man.egular fit Hook-and-loop strap closure Textile upper; Padded collar Textile lining; Anatomical flex groove rubber outsole Flexible Bounce midsole cushioning Imported"
EE5565,https://www.adidas.com/us/continental-80-shoes/EE5565.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d45b63c8543848179e0baa78010c770f_9366/Continental_80_Shoes_Grey_EE5565_01_standard.jpg",adidas Continental 80 Shoes - Grey | adidas US,adidas,['Lifestyle'],W,80,"Vintage nostalgia Split cupsole  A logo window next to the laces and a soft French terry lining recall '80s styles A split rubber cupsole with an EVA insert gives a comfortable, flexible feel The Continental 80 is an authentic reissue of an indoor sneaker from the '80s. These leather low top shoes show off a swooping stripe on the side and a split rubber cupsole.egular fit Lace closure Leather upper Textile lining; Rubber cupsole Three-quarter EVA midsole Soft feel Imported"
EE8081,https://www.adidas.com/us/cloudfoam-pure-shoes/EE8081.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/683aa73a2e474243afccaa4300de8124_9366/Cloudfoam_Pure_Shoes_Grey_EE8081_01_standard.jpg",adidas Cloudfoam Pure Shoes - Grey | adidas US,adidas,['Running'],W,70,These shoes bring the flexibility and feel of lightweight runners to a modern look. The innovative knit upper flashes seamless 3-Stripes on the sides. Ultra-soft cushioning keeps you comfortable all day.omen's-specific fit Lace closure Knit textile upper Combined Cloudfoam midsole and outsole; Webbing tongue and heel pulls Cloudfoam memory sockliner Lightweight feel Imported
G26315,https://www.adidas.com/us/nite-joggershoes/G26315.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c775c204df7c4e15ab2baa0300aa986a_9366/Nite_JoggerShoes_Grey_G26315_01_standard.jpg",adidas Nite JoggerShoes - Grey | adidas US,adidas,['Lifestyle'],U,130,"Inspired by the 1980 Nite Jogger, these shoes shine bright with retro style and reflective details. The mesh and nylon ripstop upper is detailed with suede overlays. An updated Boost midsole adds responsive cushioning for all-day comfort.egular fit Lace closure Nylon ripstop and mesh upper with suede and reflective overlays Rubber outsole Responsive Boost midsole; Enjoy the comfort and performance of OrthoLite® sockliner Lightweight, supportive feel Imported"
EE5566,https://www.adidas.com/us/continental-80-shoes/EE5566.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/70a0231cf0b94912bd7eaa78010ce9ec_9366/Continental_80_Shoes_Pink_EE5566_01_standard.jpg",adidas Continental 80 Shoes - Pink | adidas US,adidas,['Lifestyle'],W,80,"Vintage nostalgia Split cupsole  A logo window next to the laces and a soft French terry lining recall '80s styles A split rubber cupsole with an EVA insert gives a comfortable, flexible feel The Continental 80 is an authentic reissue of an indoor sneaker from the '80s. These leather low top shoes show off a swooping stripe on the side and a split rubber cupsole.egular fit Lace closure Leather upper Textile lining; Rubber cupsole Three-quarter EVA midsole Soft feel Imported"
EE4884,https://www.adidas.com/us/torsion-x-shoes/EE4884.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4dcd9d9e1138478c8886aa990106891f_9366/Torsion_X_Shoes_Black_EE4884_01_standard.jpg",adidas Torsion X Shoes - Black | adidas US,adidas,['Lifestyle'],U,180,"Endless energy Torsion X Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get Torsion X in the midsole lets your foot move naturally The next generation of streetwear innovation reaches new levels. These shoes update the retro-tech Torsion System with Torsion X, an X-shaped support bar that lets your foot move naturally for easy comfort. Responsive Boost cushioning adds energy return.egular fit Lace closure Textile upper Textile lining; Rubber outsole Responsive Boost midsole; Stabilizing Torsion System Supportive feel Imported"
G25820,https://www.adidas.com/us/predator-19.1-firm-ground-cleats/G25820.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f7fba8f9caf141508993aa390137cf93_9366/Predator_19.1_Firm_Ground_Cleats_Orange_G25820_01_standard.jpg",adidas Predator 19.1 Firm Ground Cleats - Orange | adidas US,adidas,['Soccer'],U,225,"Predator isn't just a cleat. It's a statement that actions speak louder than words. If you can't back your chat with total control, pipe down. But if you're ready to dominate to the final whistle, keep reading. The upper on these soccer cleats is made from foot-hugging textile for secure lockdown. A textured coating on the forefoot grips the ball to maximize the precision of every pass and shot.edium fit Lace closure; adidas Primeknit collar Textile upper with textured Controlskin coating Firm ground outsole; Hybrid stud tips for traction Imported"
EF8184,https://www.adidas.com/us/alphabounce-plus-shoes/EF8184.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/684d7fb69b0b4445a6f1aa2a0150e782_9366/Alphabounce+_Shoes_White_EF8184_01_standard.jpg",adidas Alphabounce+ Shoes - White | adidas US,adidas,['Running'],U,100,Train to gain an edge in your sport in these versatile shoes. The have a seamless stretch mesh upper with built-in midfoot support for linear and lateral moves. The midsole offers the perfect balance of durability and cushioning for tough workouts and long training runs.egular fit Lace closure Seamless stretchable air mesh upper; Supportive Forgedmesh upper Textile lining; Multi-surface grip synthetic outsole Bounce+ energized cushioning midsole Wrapped and stable feel Weight: 12.5 ounces (size 9) Midsole drop: 10 mm (heel: 20 mm / forefoot: 10 mm) Imported
EE5568,https://www.adidas.com/us/continental-80-shoes/EE5568.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ded9b783ed0344dca39eaa9600eb0788_9366/Continental_80_Shoes_Green_EE5568_01_standard.jpg",adidas Continental 80 Shoes - Green | adidas US,adidas,['Lifestyle'],W,80,These Continental 80 shoes are a faithful remake of an archive fitness and tennis style. A soft suede upper and a double cupsole stay true to the original design. Two colors on the webbing stripe and the logo window add pop. A contrast heel tab with a Trefoil logo keeps them authentic.egular fit Lace closure Suede upper Textile lining; Rubber cupsole Three-quarter EVA midsole Soft feel Imported
EE5536,https://www.adidas.com/us/gazelle-shoes/EE5536.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5bc6391ad93449ca9134aa7e0080dbc9_9366/Gazelle_Shoes_Blue_EE5536_01_standard.jpg",adidas Gazelle Shoes - Blue | adidas US,adidas,['Lifestyle'],W,100,"These shoes are a faithful reissue of the classic 1991 Gazelle. Authentic details like an ultra-soft suede upper, contrasting 3-Stripes and a T-shape toe recall early-'90s style. A metallic-gold logo completes the look.egular fit Lace closure Suede upper Leather lining; Rubber outsole Imported"
EE6317,https://www.adidas.com/us/sobakov-p94-shoes/EE6317.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/952cecba002541729b76aa6f00fd093f_9366/Sobakov_P94_Shoes_Black_EE6317_01_standard.jpg",adidas Sobakov P94 Shoes - Black | adidas US,adidas,['Lifestyle'],U,90,"A link to soccer legend adidas heritage  Tooth-shaped 3-Stripes, rubber-texture details and a dedicated graphic recall the iconic details of the '94 adidas Predator Midsole mimics the Gazelle indoor sneaker The Sobakov honors the spirit of modern soccer culture. The tapered fang-shaped 3-Stripes recall the look of the legendary adidas Predator cleat from 1994. The shoes have a soft leather upper for a comfortable feel.egular fit Lace closure Leather upper Textile lining; Rubber outsole Durable feel Imported"
G26149,https://www.adidas.com/us/harden-b-e-3-shoes/G26149.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6a9b67bcb5b14cdab22caa07010d67f3_9366/Harden_B_E_3_Shoes_Black_G26149_01_standard.jpg",adidas Harden B/E 3 Shoes - Black | adidas US,adidas,['Basketball'],U,100,"Inspired by James Harden's childhood friends, these basketball shoes are designed for his signature game. Built with an adjustable strap for stability and fit, they feature a padded internal collar that lets you Euro step in comfort. A herringbone outsole gives you the traction needed to stop on a dime and create separation from your man.egular fit Hook-and-loop strap closure Textile upper; Padded collar Textile lining; Anatomical flex groove rubber outsole Flexible Bounce midsole cushioning Imported"
EF3533,https://www.adidas.com/us/continental-vulc-shoes/EF3533.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4bb2faa7133c4facb296aa8700c2aa50_9366/Continental_Vulc_Shoes_Grey_EF3533_01_standard.jpg",adidas Continental Vulc Shoes - Grey | adidas US,adidas,['Lifestyle'],U,65,"Vintage nostalgia Vulc outsole A logo window next to the laces and curved stitching recall '80s styles Vulc outsole is inspired by action sports Steeped in nostalgia, the Continental captures the look of indoor sneakers from the early 1980s. These shoes have a canvas upper with a nubuck toe cap. The vulcanized rubber outsole keeps the look clean and classic while providing a comfortable, flexible feel.egular fit Lace closure Nubuck and canvas upper with reinforced toe cap Textile lining; Vulcanized rubber outsole Imported"
F35610,https://www.adidas.com/us/predator-19-plus-firm-ground-cleats/F35610.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0d5cec2f5664416d8928aa760110de7f_9366/Predator_19+_Firm_Ground_Cleats_Gold_F35610_01_standard.jpg",adidas Predator 19+ Firm Ground Cleats - Gold | adidas US,adidas,['Soccer'],U,275,"Instant control Lockdown fit Whistle-to-whistle comfort Dominate on firm ground Master the ball in all conditions with the Controlskin upper that keeps the ball glued to your feet; Control the ball at high speed with a Purecut laceless sock forefoot with no edges, overlays or laces to get between you and the ball adidas Primeknit upper wraps the foot with an engineered fit for targeted support that enhances body motion and movement A layer of responsive Boost cushioning distributes stud pressure across the sole Innovative injection-molded Controlframe helps stabilize fast movement; Hybrid stud tips amplify rotation and traction Predator isn't just a cleat. It's a statement that actions speak louder than words. If you can't back your chat with total control, pipe down. But if you're ready to dominate to the final whistle, keep reading. The upper on these soccer cleats is made from foot-hugging knit textile for secure lockdown. Its laceless design leaves a clean striking area while a textured coating on the forefoot grips the ball for maximum precision when passing and shooting.aceless construction; adidas Primeknit collar adidas Primeknit and Controlskin textile upper Firm ground outsole; Hybrid stud tips for traction Responsive Boost midsole Imported"
F34407,https://www.adidas.com/us/nemeziz-19.1-firm-ground-cleats/F34407.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b9a10b40fb5b4300b902aa57009f0804_9366/Nemeziz_19.1_Firm_Ground_Cleats_Pink_F34407_01_standard.jpg",adidas Nemeziz 19.1 Firm Ground Cleats - Pink | adidas US,adidas,['Soccer'],U,225,"Adaptive fit Quick entry Made for radical moves Sports taping-inspired Tension Tape reduces restrictions on the in-step for a truly personalized fit Stretchy tape at the collar separates easily for speedy entry A split outsole and Torsion System insole board provide the flexibility for every twist and turn; Explosive acceleration and high-speed turns supported by an agility stud configuration Nemeziz isn't just a cleat. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the field to carry your team to victory, read on. The stretchy upper on these soccer cleats is weaved using different widths and tensions of tape to match your foot shape. The result is a lockdown fit that provides stability and a direct touch. A split outsole flexes with every twist and turn.daptable lacing system Textile upper; Tension Tape for a personalized fit Split Torsion outsole for optimal flexibility; Agility stud configuration Imported"
