商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
BB6308,https://www.adidas.com/us/ultraboost-shoes/BB6308.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c53668fe225a4e11a98da82500cb60a0_9366/Ultraboost_Shoes_White_BB6308_01_standard.jpg",adidas Ultraboost Shoes - White | adidas US,adidas,['Running'],W,180,"Runner type Lightweight comfort Energized cushioning Natural movement Reliable traction Neutral shoes for the ultimate running experience adidas Primeknit upper wraps the foot in adaptive support and ultralight comfort Boost is our most responsive cushioning ever: The more energy you give, the more you get Fitcounter molded heel counter provides a natural fit that allows optimal movement of the Achilles Stretchweb outsole flexes naturally for an energized ride, while Continental™ Rubber gives you superior traction These running shoes combine comfort and high-performance technology for a best-ever-run feeling. They have a stretchy knit upper that adapts to the changing shape of your foot as you run. Responsive midsole cushioning and a flexible outsole deliver a smooth and energized ride.egular fit Lace closure adidas Primeknit textile upper Flexible Stretchweb outsole; Continental™ Rubber outsole for extraordinary traction in wet and dry conditions Responsive Boost midsole Lightweight and supportive Weight: 9.4 ounces (size 7) Midsole drop: 10 mm (heel: 29 mm, forefoot: 19 mm) Recommended for: Long, urban runs; Arch type: Normal; Stabilizing Torsion System; Supportive midfoot cage; Fitcounter heel for unrestricted fit Imported"
G27683,https://www.adidas.com/us/speed-turf-shoes/G27683.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fa8367d54b4146868215a9ea01173363_9366/Speed_Turf_Shoes_Burgundy_G27683_01_standard.jpg",adidas Speed Turf Shoes - Burgundy | adidas US,adidas,['Baseball'],U,80,"Designed for versatile wear in the clubhouse or on the field, these baseball shoes feature a widened lacing system for a comfortable fit. Abrasion protection on the mesh upper and toe cap provides durability while elevated internal support delivers a custom, locked-down fit. The rubber outsole adds soft grip on turf.egular fit Widened lacing system Mesh upper with abrasion-resistant TPU overlays; Mesh tongue with gore wings Turf-traction rubber outsole; Textile lining Internal support for lateral stability Imported"
EF4813,https://www.adidas.com/us/terrex-two-parley-shoes/EF4813.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7d7daf7ba6a7431eb745aa2c01885cd5_9366/Terrex_Two_Parley_Shoes_Black_EF4813_01_standard.jpg",adidas Terrex Two Parley Shoes - Black | adidas US,adidas,"['Outdoor', 'Running']",W,125,"Good for the oceans Optimal grip This product is created with yarn made in collaboration with Parley for the Oceans: Some of the yarn features Parley Ocean Plastic™ which is made from recycled waste, intercepted from beaches and coastal communities before it reaches the ocean Continental™ Rubber outsole for extraordinary grip even in wet conditions Help protect the wild places. These shoes have a foot-hugging knit upper made with yarn spun from plastic that's reclaimed before it reaches the ocean. Designed for running light trails, they have a wide fit and lightweight cushioning for comfort. The rocker shape gives you a smooth ride.egular fit Lace closure Knit upper Textile lining; Continental™ Rubber outsole for extraordinary grip even in wet conditions Lightweight EVA midsole Sock-like construction hugs the foot Weight: 9 ounces (size 7) Rocker shape for a smooth ride Imported"
AC7943,https://www.adidas.com/us/terrex-tracerocker-shoes/AC7943.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/977eaa4c36684178829da8e400b86b02_9366/Terrex_Tracerocker_Shoes_Black_AC7943_01_standard.jpg",adidas Terrex Tracerocker Shoes - Black | adidas US,adidas,"['Outdoor', 'Running']",W,80,"Made for light trail running, these shoes have a women's-specific design for a comfortable fit. They have a breathable and durable mesh and synthetic upper and feature lightweight cushioning. A rugged, high-traction outsole offers optimal grip on wet or dry trails.egular fit; Women's-specific fit Lace closure Mesh and synthetic upper Traxion outsole for optimal grip Lightweight EVA midsole Weight: 8 ounces (size 7) Imported"
EF1558,https://www.adidas.com/us/run-90s-shoes/EF1558.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c03c08fa858d4124ba77aa1800fd9d69_9366/Run_90s_Shoes_Blue_EF1558_01_standard.jpg",adidas Run 90s Shoes - Blue | adidas US,adidas,['Running'],W,85,These shoes pack '90s attitude into a runner silhouette. The sleek shape boasts a smooth leather upper with tech-inspired neoprene details for an extra vintage feel. Pillow-soft cushioning brings unparalleled comfort to your every step.egular fit Lace closure Leather upper Rubber outsole; Textile lining Cushioned Cloudfoam midsole Hugs the foot with bouncy cushion Imported
EF1155,https://www.adidas.com/us/adizero-ubersonic-3-shoes/EF1155.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6308cf42c433403b9593aa7d00e25772_9366/Adizero_Ubersonic_3_Shoes_Beige_EF1155_01_standard.jpg",adidas Adizero Ubersonic 3 Shoes - Beige | adidas US,adidas,['Tennis'],W,130,"Stability at speed High-wear durability Sprintframe construction provides stability and speed through geometrical research to create a lightweight and supportive chassis;  Adiwear outsole offers the ultimate in high-wear durability; Abrasion-resistant Adituff wraps around the toe and medial forefoot to help protect against foot drag that occurs during serves, volleys and extreme lateral movements Stand out as you sprint to victory on the court. Designed for disruptive play, these lightweight tennis shoes have a breathable and supportive mesh upper that hugs your foot for stability in every stride. Underneath, a cushioned midsole and super-light chassis ensure you stay on the front foot.omen's-specific fit Lace closure Mesh upper Durable Adiwear outsole; All-court outsole; Abrasion-resistant Adituff toe Full length polyurethane midsole Sock-like construction hugs the foot Supportive, lightweight Sprintframe Imported"
EE6044,https://www.adidas.com/us/supercourt-shoes/EE6044.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3d9d69cf1af442989598aa4d01057551_9366/Supercourt_Shoes_Pink_EE6044_01_standard.jpg",adidas Supercourt Shoes - Pink | adidas US,adidas,['Lifestyle'],W,90,"40 years of adidas tennis Seasonal color Design inspired by adidas' rich archive of heritage tennis shoes Creates a look that's in sync with warm-weather days These shoes reimagine crisp, clean tennis style. The supple leather upper comes with nubuck overlays that add texture and depth to create a multilayered look. A cushioned sockliner provides all-day comfort.egular fit Lace closure Leather upper Rubber outsole; Synthetic lining Enjoy the comfort and performance of OrthoLite® sockliner Imported"
BB7853,https://www.adidas.com/us/forgefiber-boa-shoes/BB7853.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7bb06dd8f39f45a2b82ea92e01777eb3_9366/Forgefiber_Boa_Shoes_Black_BB7853_01_standard.jpg",adidas Forgefiber Boa Shoes - Black | adidas US,adidas,['Golf'],W,160,"Elevated durability Breathable protection and enhanced cushioning Customized micro-adjustability Forgefiber in the upper features heat-pressed, TPU-coated fibers that are stitched in to provide targeted support and lightweight durability; Adiwear outsole offers the ultimate in high-wear durability Climastorm provides breathable, water-repellent protection to keep you dry and comfortable; Boost is our most responsive cushioning ever: The more energy you give, the more you get L6 Boa® Fit System on tongue top for easy, customizable micro-adjustability; Adaptive FormTX guides Designed for protection from the elements, these golf shoes have enhanced cushioning to return energy on every swing. The shoes feature a spikeless outsole that's durable enough to stand up to everyday play and has X-shaped lugs that are strategically placed for outstanding stability. An innovative closure system is built for micro-adjustments so you get the exact fit you need.egular fit L6 Boa® Fit System on tongue top for easy customizable micro-adjustability; Adaptive FormTX guides; Soft laces with Kevlar® base Stretch textile upper; Lightweight, durable Forgefiber Spikeless durable Adiwear outsole; Strategically placed X-shaped lugs Responsive Boost midsole Breathable Kevlar®, registered trademark of DuPont™ used under license Breathable, water-repellent Climastorm Imported"
EG9231,https://www.adidas.com/us/nite-jogger-w/EG9231.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/52b37c03ac4a413894f0aa45013bb1e9_9366/NITE_JOGGER_W_Black_EG9231_01_standard.jpg",adidas NITE JOGGER W - Black | adidas US,adidas,['Lifestyle'],W,130,"The Nite Jogger W is new for  Lifestyle on adidas.com. Scroll through the pictures above to see more details from different angles. If you’ve tried out the Nite Jogger W before, leave a review below to let us know what you thought.

We’re still working on getting you more information about the Nite Jogger W on adidas.com so come back soon. In the meantime, here’s the product article number EG9231 for your reference, it's categorized as: Lifestyle Athletic & Sneakersmported"
BC0534,https://www.adidas.com/us/terrex-tracerocker-shoes/BC0534.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/cf3c24e9fbaa4b8e9257a9ae01303b21_9366/Terrex_Tracerocker_Shoes_Turquoise_BC0534_01_standard.jpg",adidas Terrex Tracerocker Shoes - Turquoise | adidas US,adidas,"['Outdoor', 'Running']",W,80,"Made for light trail running, these shoes have a women's-specific design for a comfortable fit. They have a breathable and durable mesh and synthetic upper and feature lightweight cushioning. A rugged, high-traction outsole offers optimal grip on wet or dry trails.egular fit; Women's-specific fit Lace closure Mesh and synthetic upper Traxion outsole for optimal grip Lightweight EVA midsole Weight: 8 ounces (size 7) Imported"
G25877,https://www.adidas.com/us/pulseboost-hd-shoes/G25877.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/43a53c22db134389adc7aa8b00ca1ddd_9366/Pulseboost_HD_Shoes_Grey_G25877_01_standard.jpg",adidas Pulseboost HD Shoes - Grey | adidas US,adidas,"['Running', 'Training']",W,160,"Sprint toward the finish line of your 10K in these adidas by Stella McCartney running shoes. The lightweight, perforated rubber outsole helps propel you forward with rapid acceleration. Every step is charged with energy-returning cushioning.peed lacing system Textile upper Stretchweb outsole flexes naturally for an energized ride, and Continental™ Rubber gives you superior traction High-density Boost for a responsive and stable feel Hugs the foot Imported"
EE4109,https://www.adidas.com/us/adilette-sandals/EE4109.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bed07c1d9d824c129542a9b2012fda83_9366/Adilette_Sandals_Pink_EE4109_01_standard.jpg",adidas Adilette Sandals - Pink | adidas US,adidas,['Swim'],W,40,"A transitional style for your everyday activities. In the locker room or on the street, these sandals feature adjustable straps and an ultra-soft footbed for total comfort. The modern, sport-inspired design gives a clean look.edium fit Slip-on construction with hook-and-loop closure Synthetic nubuck-finished upper Synthetic outsole Superior Supercloud cushioning Imported"
EF9192,https://www.adidas.com/us/grand-court-shoes/EF9192.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8c3949e0428c40a6a88caa8700c3441b_9366/Grand_Court_Shoes_White_EF9192_01_standard.jpg",adidas Grand Court Shoes - White | adidas US,adidas,"['Tennis', 'Lifestyle']",W,65,A '70s style reborn. These shoes take inspiration from iconic sport styles of the past and move them into the future. The shoes craft an everyday look with a leather-like upper. Signature 3-Stripes flash along the sides. Plush midsole cushioning gives comfort to every step.egular fit Lace closure Synthetic leather upper Rubber outsole Cloudfoam Comfort sockliner Soft feel Imported
CQ2911,https://www.adidas.com/us/deerupt-runner-shoes/CQ2911.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2fa21dfda01e4161a4a4a82a00dd328b_9366/Deerupt_Runner_Shoes_Green_CQ2911_01_standard.jpg",adidas Deerupt Runner Shoes - Green | adidas US,adidas,['Lifestyle'],W,100,"Disruptively simple, Deerupt is proof that minimalism can be bold. These streetwear sneakers put an innovative spin on adidas running heritage of the '80s. The ultra-flexible knit upper of these lightweight shoes is covered in a layer of stretch grid webbing. A web-wrapped EVA midsole echoes the geometric look.ace closure Knit upper with stretch web overlay Rubber outsole Lightweight EVA midsole; Zoned insole cushioning; Enjoy the comfort and performance of OrthoLite® sockliner Imported"
B96561,https://www.adidas.com/us/run-70s-shoes/B96561.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5f23e515f40a45d8ac88a9190072ca2e_9366/Run_70s_Shoes_Green_B96561_01_standard.jpg",adidas Run 70s Shoes - Green | adidas US,adidas,['Running'],W,70,"These running-inspired shoes are designed with a two-tone knit upper and a textile lining for flexible, all-day comfort. TPU 3-Stripes and a rubber outsole give the shoes a stylish sign-off.egular fit Lace closure Knit textile upper Textile lining; Rubber outsole EVA midsole; TPU midfoot support; Enjoy the comfort and performance of OrthoLite® Float sockliner Imported"
BD7685,https://www.adidas.com/us/sambarose-shoes/BD7685.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/42a62967e00b4238bc03a9e4010ca50d_9366/SAMBAROSE_Shoes_Blue_BD7685_01_standard.jpg",adidas SAMBAROSE Shoes - Blue | adidas US,adidas,['Lifestyle'],W,100,"These shoes transform the Samba's iconic soccer silhouette into a glamorous platform design. They're made of perforated leather that has a soft, supple feel. The platform gum rubber cupsole lifts you up to raise your style profile.egular fit; Women's-specific fit Lace closure Perforated leather upper Synthetic leather lining; 1"" gum rubber cupsole Enjoy the comfort and performance of OrthoLite® sockliner Soft feel Imported"
G28464,https://www.adidas.com/us/terrex-free-hiker-gore-tex-hiking-shoes/G28464.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f0737a37bf15458699baaa850159e266_9366/Terrex_Free_Hiker_GORE_TEX_Hiking_Shoes_Grey_G28464_01_standard.jpg",adidas Terrex Free Hiker GORE-TEX Hiking Shoes - Grey | adidas US,adidas,['Outdoor'],W,250,"All-conditions traction Seamless support Seals out the elements Continental™ Rubber outsole for extraordinary grip even in wet conditions adidas Primeknit 360 seamless upper offers an engineered fit that expands and supports as you move through each stride Knit ankle gaiter design seals out gravel and dust Move and explore. These lightweight shoes deliver next-generation comfort and freedom of movement for hikes long and short. The adidas Primeknit upper hugs your foot for flexible, all-terrain stability, and the responsive Boost midsole delivers endless energy to keep you moving on the trail. A GORE-TEX membrane sheds water while letting your feet breathe.egular fit Lace closure adidas Primeknit textile upper with stretchy ripstop and abrasion-resistant weldings; Outdoor-specific EVA frame GORE-TEX membrane for waterproof, breathable performance; Continental™ Rubber outsole for extraordinary grip even in wet conditions; Adaptive Traxion outsole Responsive Boost midsole Sock-like construction hugs the foot Weight: 12 ounces (size 7) Molded TPU heel clip Imported"
F36226,https://www.adidas.com/us/advantage-shoes/F36226.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/efa4411fb0c74be094bca998000cd4b1_9366/Advantage_Shoes_White_F36226_01_standard.jpg",adidas Advantage Shoes - White | adidas US,adidas,['Tennis'],W,65,"Stripped-down sports style. Showing off a clean look, these tennis-inspired shoes have a smooth leather upper with suede accents on the heel. Perforated 3-Stripes detail the sides. A cushioned sockliner brings comfort to every step.egular fit Lace closure Polyurethane-coated leather upper; Suede heel tab Rubber outsole Cloudfoam Comfort sockliner Imported"
F34673,https://www.adidas.com/us/cloudfoam-pure-shoes/F34673.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/85a965634ada4f13ae84a9d800c683d2_9366/Cloudfoam_Pure_Shoes_Blue_F34673_01_standard.jpg",adidas Cloudfoam Pure Shoes - Blue | adidas US,adidas,['Running'],W,70,Cradle your foot in comfort. These girls' shoes fit like a dream with a stretchy mesh upper. The memory foam sockliner and Cloudfoam cushioning team up for an amazing step-in feel.tretchable two-tone mesh upper with sock-like construction adidas wordmark on tongue pull Repeated adidas wordmark on webbing heel pull Comfortable textile lining Cloudfoam Memory sockliner molds to the foot for superior step-in comfort Combined Cloudfoam midsole and outsole for step-in comfort and superior cushioning Main materials: Textile and synthetic upper / Textile lining / Synthetic outsole Imported
G26421,https://www.adidas.com/us/stabil-x-shoes/G26421.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/91ce929c586d447aaabfaa4d012dd852_9366/Stabil_X_Shoes_Black_G26421_01_standard.jpg",adidas Stabil X Shoes - Black | adidas US,adidas,['Volleyball'],U,150,"Secure lockdown Endless energy Enhanced durability Game-changing traction Inner sling cage connects to the lacing system for adaptive support; Sock-like construction hugs the foot Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get The vacuum TPU shell provides lightweight abrasion resistance Top Grip rubber outsole for excellent traction on all indoor surfaces Ready to respond to every move. These indoor sport shoes offer the perfect platform for dynamic play. A breathable inner sock offers foot-hugging comfort while a sling-cage system lets you use the laces to fine-tune midfoot stability. Responsive cushioning charges you with endless energy to own the court.egular fit Lace closure Abrasion-resistant TPU upper; Knit textile inner sock Grippy rubber outsole for indoor surfaces; Sling cage for midfoot stability Responsive Boost midsole Lightweight, snug feel External heel counter Imported"
F34410,https://www.adidas.com/us/nemeziz-19.1-firm-ground-cleats/F34410.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f7a748695a0446fc91c0aa2a0132f16d_9366/Nemeziz_19.1_Firm_Ground_Cleats_Blue_F34410_01_standard.jpg",adidas Nemeziz 19.1 Firm Ground Cleats - Blue | adidas US,adidas,['Soccer'],U,225,"Adaptive fit Quick entry Made for radical moves Sports taping-inspired Tension Tape reduces restrictions on the in-step for a truly personalized fit Stretchy tape at the collar separates easily for speedy entry A split outsole and Torsion System insole board provide the flexibility for every twist and turn; Explosive acceleration and high-speed turns supported by an agility stud configuration Nemeziz isn't just a cleat. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the field to carry your team to victory, read on. The stretchy upper on these soccer cleats is weaved using different widths and tensions of tape to match your foot shape. The result is a lockdown fit that provides stability and a direct touch. A split outsole flexes with every twist and turn.daptable lacing system Textile upper; Tension Tape for a personalized fit Split Torsion outsole for optimal flexibility; Agility stud configuration Imported"
BD7147,https://www.adidas.com/us/tech-response-shoes/BD7147.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/03cc9332cfa14b788782a931010fdfee_9366/Tech_Response_Shoes_White_BD7147_01_standard.jpg",adidas Tech Response Shoes - White | adidas US,adidas,['Golf'],W,70,"Perfect your stance. These golf shoes merge a low-profile design and course-proven grip for a strong swing. The breathable, cushioned build and soft sockliner deliver 18-hole comfort for your feet.egular fit Lace closure Microfiber leather upper with lightweight textile saddle Lightweight Cloudfoam sockliner; Six-spike Thintech outsole; Durable Adiwear outsole; Green-friendly low-profile Thintech EXP cleats Low-profile Thintech brings you closer to the ground Breathable Imported"
EE8835,https://www.adidas.com/us/nite-joggershoes/EE8835.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/61ebfedee6da4f21a88ba9fa013e6ed1_9366/Nite_JoggerShoes_White_EE8835_01_standard.jpg",adidas Nite JoggerShoes - White | adidas US,adidas,['Lifestyle'],U,130,"Inspired by the 1980 Nite Jogger, these shoes shine bright with retro style and reflective details. The mesh and nylon ripstop upper is detailed with suede overlays. An updated Boost midsole adds responsive cushioning for all-day comfort.egular fit Lace closure Nylon ripstop and mesh upper with suede and reflective overlays Rubber outsole Responsive Boost midsole; Enjoy the comfort and performance of OrthoLite® sockliner Lightweight, supportive feel Imported"
CM8493,https://www.adidas.com/us/adilette-slides/CM8493.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/abf633b842ca460da41da9f400c13026_9366/Adilette_Slides_Multicolor_CM8493_01_standard.jpg",adidas Adilette Slides - Multicolor | adidas US,adidas,"['Lifestyle', 'Swim']",W,60,"First introduced in 1972, the Adilette slide quickly became a casual staple. This version of the sandal celebrates modern girl power as part of the Out Loud collection. The leather upper shows off a bold animal pattern. A contoured footbed molds to your foot for a comfortable feel.ide fit; Women's-specific fit Slip-on construction Pony hair leather bandage upper with suede 3-Stripes Quick-dry lining; Rubber outsole Contoured footbed Soft and tactile feel Imported"
F35626,https://www.adidas.com/us/predator-tan-19.3-turf-shoes/F35626.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/83096cac5bec4deaad6caa5700ff1368_9366/Predator_TAN_19.3_Turf_Shoes_Blue_F35626_01_standard.jpg",adidas Predator TAN 19.3 Turf Shoes - Blue | adidas US,adidas,['Soccer'],U,80,"Predator isn't just a shoe. It's a statement that actions speak louder than words. If you can't back your chat with total control, pipe down. But if you're ready to dominate to the final whistle, keep reading. The supportive mesh upper on these soccer shoes provides a sock-like fit to securely lock you in. Embossing on the forefoot grips the ball to add control when passing and shooting.ace closure Textile upper Rubber outsole for artificial turf Imported"
EE9927,https://www.adidas.com/us/novafvse-x-shoes/EE9927.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fa0e88cfc6d14fddaf7baa5401112764_9366/NOVAFVSE_X_Shoes_Pink_EE9927_01_standard.jpg",adidas NOVAFVSE X Shoes - Pink | adidas US,adidas,['Running'],W,90,"Being comfortable on your run is just as important as winning the race. These shoes combine soft, supportive Cloudfoam cushioning with a durable Adiwear outsole for comprehensive control and an energized ride. The mesh upper features a foot-hugging, no-sew fit for a locked-in feel.egular fit Lace closure Mesh upper Durable Adiwear outsole; Inner no-sew fit cage Cloudfoam dual-density midsole Imported"
G26625,https://www.adidas.com/us/tech-response-shoes/G26625.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a2d9341fcdc94275a91ea93501298575_9366/Tech_Response_Shoes_Black_G26625_01_standard.jpg",adidas Tech Response Shoes - Black | adidas US,adidas,['Golf'],W,70,"Perfect your stance. These golf shoes merge a low-profile design and course-proven grip for a strong swing. The breathable, cushioned build and soft sockliner deliver 18-hole comfort for your feet.egular fit Lace closure Microfiber leather upper with lightweight textile saddle Lightweight Cloudfoam sockliner; Six-spike Thintech outsole; Durable Adiwear outsole; Green-friendly low-profile Thintech EXP cleats Low-profile Thintech brings you closer to the ground Breathable Imported"
F35490,https://www.adidas.com/us/copa-gloro-19.2-firm-ground-cleats/F35490.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fa827a29ee3b4c238d8faa330110034d_9366/Copa_Gloro_19.2_Firm_Ground_Cleats_Black_F35490_01_standard.jpg",adidas Copa Gloro 19.2 Firm Ground Cleats - Black | adidas US,adidas,['Soccer'],U,110,"Copa isn't just a cleat. It's an agreement that every fleeting touch should leave a lasting impression. If you can't make your mark on a game, move along. But if you're ready to take your touch to a new dimension, keep reading. These soccer cleats have a stretchy knit textile collar, an adjustable fold-over tongue and a soft, ridged leather vamp. The result is secure lockdown, wraparound comfort and smooth ball contact.edium fit Lace closure; Adjustable fold-over tongue with elastic strap Premium calf leather upper; X-Ray vamp TPU outsole optimized for firm ground Foam heel counter Imported"
EE9561,https://www.adidas.com/us/solematch-bounce-shoes/EE9561.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f639f569ed784d6dae2faa48010e086f_9366/SoleMatch_Bounce_Shoes_Blue_EE9561_01_standard.jpg",adidas SoleMatch Bounce Shoes - Blue | adidas US,adidas,['Tennis'],W,120,"Stay in control Supports agile movement Outstanding durability A TPU chassis construction wraps around the foot to ensure maximum stability during extreme lateral movements Bounce cushioning provides enhanced comfort and flexibility Adiwear outsole offers the ultimate in high-wear durability; Abrasion-resistant Adituff wraps around the toe and medial forefoot to help protect against foot drag that occurs during serves, volleys and extreme lateral movements These tennis shoes offer you a firm foothold on your rise to the top. They have a TPU chassis that wraps around the foot for stability. Abrasion-resistant materials protect high-risk areas from the wear and tear of intense action on court. A cushioned midsole adds comfort and flexibility to keep you on the front foot.egular fit Lace closure Abrasion-resistant textile upper; Abrasion-resistant Adituff toe Durable Adiwear outsole; Textile lining Flexible Bounce midsole cushioning Stabilizing TPU chassis Imported"
EF9225,https://www.adidas.com/us/supercourt-shoes/EF9225.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0fcfd8d4c417458b9963aaa2009c215c_9366/Supercourt_Shoes_White_EF9225_01_standard.jpg",adidas Supercourt Shoes - White | adidas US,adidas,['Lifestyle'],W,90,"Forty years of court style, refined to the essentials. The clean, simple lines and supple leather upper of these shoes are a nod to tennis history. Iconic perforated 3-Stripes and a contrasting Trefoil heel tab give them a timeless look.ace closure Leather upper Synthetic lining; Rubber outsole Enjoy the comfort and performance of OrthoLite® sockliner Soft feel Imported"
F35492,https://www.adidas.com/us/copa-19.3-firm-ground-cleats/F35492.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/993087125dcc4364becfaa9901354c35_9366/Copa_19.3_Firm_Ground_Cleats_White_F35492_01_standard.jpg",adidas Copa 19.3 Firm Ground Cleats - White | adidas US,adidas,['Soccer'],U,75,"Copa isn't just a cleat. It's an agreement that every fleeting touch should leave a lasting impression. If you can't make your mark on a game, move along. But if you're ready to take your touch to a new dimension, keep reading. These soccer cleats combine a stretchy mesh quarter and flexible mono-tongue with a stitched soft leather vamp. The result is secure lockdown and smooth, assured ball contact.ace closure; Mono-tongue construction Premium leather upper; Primemesh quarter panel Lightweight TPU outsole for firm ground Foam heel Imported"
G26447,https://www.adidas.com/us/terrex-choleah-padded-climaproof-boots/G26447.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4debb25723ef46f4b657aa6900e356e1_9366/Terrex_Choleah_Padded_Climaproof_Boots_Green_G26447_01_standard.jpg",adidas Terrex Choleah Padded Climaproof Boots - Green | adidas US,adidas,['Outdoor'],W,130,"Designed for everyday comfort and cold-weather warmth, these women's boots feature Climaproof protection to keep your feet dry and PrimaLoft® insulation for maximum warmth. A high-traction rubber outsole maximizes footing on wet and dry surfaces, while a women's-specific design enhances the fit.aterproof Climaproof keeps your feet dry and comfortable Breathable Climawarm keeps your feet warm and dry Textile upper with decorative stitching details PrimaLoft® insulation material for more warmth, even in wet conditions Lightweight EVA midsole for long-term cushioning Traxion outsole for optimal grip in all directions; Superhigh-traction rubber outsole for optimal grip in wet and dry conditions Textile and synthetic upper / Textile lining / Rubber outsole Weight: 13.7 ounces (size 7) Women's-specific fit Imported"
D97455,https://www.adidas.com/us/terrex-two-w/D97455.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/251a61c73456407ca6e4a9d501152200_9366/TERREX_TWO_W_Black_D97455_01_standard.jpg",adidas TERREX TWO W - Black | adidas US,adidas,"['Outdoor', 'Running']",W,100,"The Terrex Two W is new for  Outdoor and Running on adidas.com. Scroll through the pictures above to see more details from different angles. If you’ve tried out the Terrex Two W before, leave a review below to let us know what you thought.mported"
G26548,https://www.adidas.com/us/adizero-club-shoes/G26548.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d53971845fba466d9c1daa5400996a1e_9366/Adizero_Club_Shoes_Blue_G26548_01_standard.jpg",adidas Adizero Club Shoes - Blue | adidas US,adidas,['Tennis'],W,80,"Keep your cool when it's all on the line. These lightweight tennis shoes have a breathable mesh upper to keep air circulating when the heat is on. Their foot-hugging construction and supportive chassis offer a stable ride. The durable outsole stands up to every serve and slide as you improve your game.egular fit Lace closure Mesh upper Durable Adiwear outsole; Supportive, lightweight Sprintframe; Abrasion-resistant Adituff toe Adiprene+ forefoot cushioning Lightweight and supportive feel Ventilated Climacool Imported"
DB1085,https://www.adidas.com/us/hoops-2.0-shoes/DB1085.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2c2736da75ae49a58134a83201034662_9366/Hoops_2.0_Shoes_White_DB1085_01_standard.jpg",adidas Hoops 2.0 Shoes - White | adidas US,adidas,['Basketball'],U,60,"A fresh take on court style. These basketball-inspired shoes inject hoops DNA into a modern, low-profile shape. They feature a smooth leather-like upper with an airy mesh collar. Iconic 3-Stripes finish the look.egular fit Lace closure Synthetic leather upper with a mesh collar Rubber cupsole; Textile lining Die-cut EVA sockliner Stable feel Imported"
F35507,https://www.adidas.com/us/copa-19.3-turf-shoes/F35507.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f820386ca3204997afefaa5700aeb992_9366/Copa_19.3_Turf_Shoes_Yellow_F35507_01_standard.jpg",adidas Copa 19.3 Turf Shoes - Yellow | adidas US,adidas,['Soccer'],U,75,"Copa isn't just a shoe. It's an agreement that every fleeting touch should leave a lasting impression. If you can't make your mark on a game, move along. But if you're ready to take your touch to a new dimension, keep reading. These soccer shoes combine a stretchy mesh quarter and flexible mono-tongue with a stitched soft leather vamp. The result is secure lockdown and smooth, assured ball contact.ace closure; Mono-tongue construction Premium leather upper; Primemesh quarter panel Anti-abrasion rubber outsole for artificial turf Foam heel; EVA midsole Imported"
